record_id,ml_classification
743f336ffa95d1ebcab6a43b6dd9d14b,Indeterminate
99e62e9239c5697483b624d2578d0e78,Indeterminate
e77f6aa7021c5eb71eb24a7ae2dbbde7,Indeterminate
340516758739cc8aaf65348d3b0b5aac,Indeterminate
5abb87fc32c1f01792df6a742fd22ffc,Indeterminate
4d83d6b9b4e569fddb98ff1c3d2fee4e,Indeterminate
6733315b50fd9591e9b0eb7515fd5188,Indeterminate
90259635e18ecf4fa5b701243e07e98d,Indeterminate
567399584fbcca3ffb16a7e8cdad5c35,Indeterminate
f758e14312f99ba7844323f9c6b2008a,Indeterminate
27d3b13fd6e2d784975a39ca7fa7aaf8,Indeterminate
48b31a94e49d9464d880320df09a1d9e,Indeterminate
5c1528ea9f9dbeb7d5b72ba4f9fada01,Indeterminate
ad70e40bff2044ef07022fc78d0c36a5,Manufacturer defect/negligence
df033430b82846b9aee80f173f078ea0,Manufacturer defect/negligence
e708be88cc48c2e780dcb1f2bf591f35,Manufacturer defect/negligence
cf3ab7135042bd0ec5d247224efa081f,Manufacturer defect/negligence
5e079ccc5652ddf3e2ba8848cc61b7aa,Manufacturer defect/negligence
0c47cd4814f3d3b54d1449716cbefc49,Manufacturer defect/negligence
9afe901fad9914bd6ab91dcf1cfa2ac5,Manufacturer defect/negligence
24e6675f47523e5a888cb94e29bd754d,Manufacturer defect/negligence
f86572f713126ec0455db528eb834f7b,Operator error
29752ee157d2dd95d29c03015abc23f3,Operator error
b17d2f81a52e133bf60922e8e109d0b2,Operator error
40876696e7942ee883f7d9ec1389ad99,Operator error
ece332bae76553790923114d87645a2a,Operator error
d766139791cfcaf13b479e01a84576ac,Operator error
5a04d0ed36864fde868797148ea94ef1,Operator error
1d0f81e1b9696fa82f24d06608b337a2,Operator error
5358ef7c900ba37c3a9de5ec4e7bec70,Operator error
0dbe535b7a3a019a397cc6502be4750f,Operator error 
518f7a7e6f38e2e863ef3e729943455c,Pilot error
79725d9c56ce77da9e8c96588efd5dc7,Pilot error
c129ea004f76bd9ecd09ca4a2d5a4e56,Pilot error
e695fd3e4aa0bbff16d9b48e62d785e6,Pilot error
1f0b2f884090ce71f436e73c76f80152,Pilot error
a0e37a016f45bd3571253580ea4b5e75,Pilot error
b17996b4b31f0a2c3dda896100516cd1,Pilot error
8cb1b7ab0d2490762dc464537e686cf0,Pilot error
37b962f9d91c494605395490bc22407b,Pilot error
abf6e2c7158ae221f469d9ad7edfaefd,Pilot error
cde7832d60caced2431a66d5adcf00cd,Pilot error
d1d4a3a96484528f0f783147b392357a,Pilot error
7fc51f092078e781c6a434af1f412778,Pilot error
48c47776fd641491b0c5281d8135909c,Pilot error
642b0f3f62a304c0ee733730abec8caa,Pilot error
50977b696f8be52480f858d4fae1419a,Pilot error
658b1a9d10cc0818a4094f4a463da50d,Pilot error
c99ea56ccfe30f87428a8c88c36345ed,Pilot error
c25ffb6d8f880ce88b152ad0fdb652a6,Pilot error
ab9f1da83163f7452166caa23e12e688,Pilot error
37126df0a7a78f25cd2bd96dd1a56266,Pilot error
bc1016dfacd1a4694dd50886fae2fb14,Pilot error
a149b48d2423b58906bf491ecc0d2bb0,Pilot error
d317f868c11672f494157e9c77d01084,Pilot error
3c9f0a3d78c17f523d869009983ab443,Pilot error
cc9ca7518eb02083fdb9a3dea511e756,Pilot error
fa4f7a9125cb32d13ffccccc851847b8,Pilot error
e566f9e1e499c4a12e3ab765519bd13b,Pilot error
d67ed32bd60d7d037ddc1623eb1e137c,Pilot error
d4bb590354921084560a7c35d7a2d5ad,Pilot error
ce2c18b83750efa69b839a75a4cf0f3f,Pilot error
5b4798f0d3ebefb2e4dfa04b2d541076,Pilot error
3cb64ec443c438ce84f913acb4219bee,Pilot error
320df3b9cfc47a9fdef9f5cc19462ece,Pilot error
7a522e7a4bf661b9dbbb6582792946c1,Pilot error
508d56abf1567c56b691da567004179c,Pilot error
aeff9388e1116f92b5eac6d5eca76069,Pilot error
07465a19ab2cd68802f74cf5e4eae8ce,Pilot error
51db50313ec4574b16993a21de63c0dd,Pilot error
a27b8b1a486ee8a6e254e25cb289a221,Pilot error
f8f14eb32389e2016dbae643f54a42a2,Pilot error
1684d32029554d9fa7f12e965a81c4b8,Pilot error
57b75ee70e58d2ec4ecf5fc196abdd62,Pilot error
03a1acbaf666cfe49dc9bc48be07b568,Pilot error
de72e871518f7cd9acc76b9050c50c0c,Pilot error
7e44000254867a4e64f5be9b4e1b2917,Pilot error
0061507719aba0c3bbb78df9cea54558,Pilot error
c51a0209c70b5559869b83e2fe82c053,Pilot error
62740fee48ddf9e24ecbe51a7e2302c5,Pilot error
5c58dbe0b9298b052b4fad3c6d37cd51,Pilot error
734022a0fad0372a0df6221f5567d791,Pilot error
7514bdd368b354a7b90cd00db2082a40,Pilot error
c6dd33ab415dd08f3c373357006cd3c9,Pilot error
d881f2973e08bccacd70fd267e7b4cfc,Pilot error
bc90fd6e2b7ce09259e193c017704729,Pilot error
46cdb3e35a39232620319f8941e3bf0e,Pilot error
cf73d581f791a4cad8c5c2d01af4aa88,Pilot error
b8e2e67713a0a612189e1598dcfa3d3e,Pilot error
a585102121dce324f33c4a45c5cd0ee0,Pilot error
ce9ca63ba9732116c8eb5baaf00e8c4e,Pilot error
ebfc89550ba75ee4cc92635b2a57722a,Pilot error
9b036e99a5b3a526cf5a7d4c6c478d1b,Pilot error
4a493470e9dfaa76f32d7546bfc883b9,Pilot error
4fc788887626e08c1ff451983cb0e12f,Pilot error
b9b1dcf49150695f9fc0d65e7a7c4d1c,Pilot error 
4cf9d00bb0cae8a4a76f451753616ee8,Terrorism
3e0825a5c11762f30ecb77589387a0e3,Terrorism
4a0d9bf6940a2e720699c53cfcc22b2d,Indeterminate
44503d8e4ac3599298f65a8e3c8dedc9,Indeterminate
8e536856ce205b9040244de625bc73b9,Indeterminate
6eee46f8145873de0d1ac43c7bccd754,Indeterminate
108d9dcd1148d4ffd8a4beae10be2516,Indeterminate
6d69aba785c1183fa927d8bc9bf576c8,Indeterminate
31920ec5fc58fefbd1f8db937ea14b41,Indeterminate
2bf5dcb59f263465c88be10f54905c8b,Indeterminate
00117a21b9a4014a1c4d0cf6cf2c6c20,Indeterminate
7b787167c6274d62c14fd2d8c523f1d6,Indeterminate
b0cd992352b45544032a8546be7fca05,Indeterminate
d8b5c0eb2104ea45771f9fea839795fc,Indeterminate
9fda46f9d9f61b4b8e23f55ee18a74ba,Indeterminate
d70362e2f36ed03a4e74784996f437e2,Indeterminate
6d2c2fcd0df99f078ea810cebc14b065,Indeterminate
f062e7f05d3a1353fcef3595e1aa7dd2,Indeterminate
2ca9f528e1d5912e10683b39753aef79,Indeterminate
2210844ce9426e26925179967ae9321c,Indeterminate
2c1e6584294fb061f38dcc80138adbad,Indeterminate
cb046302f99a8fbe493e69d1e498844a,Indeterminate
adce17a159772abf2748034b68f9cd63,Manufacturer defect/negligence
dfef2cc820e5f5275a65586675a56592,Manufacturer defect/negligence
dd9df75ed2f0419349fb1a3f09d07b04,Manufacturer defect/negligence
83c52e39205654e98c34838d2c5df7ad,Manufacturer defect/negligence
7e4be19335b36af7357f107ab0c9f6eb,Manufacturer defect/negligence
9627f345763265870748d86685cb3bb5,Manufacturer defect/negligence
a087a963c4ef7bc50f1ac61588044f93,Manufacturer defect/negligence
42a6159c4177fce4bac1330fd59f4591,Manufacturer defect/negligence
a97ca81cca693584196098c7e313c88a,Manufacturer defect/negligence
b41aac93ad5021200d94ce785d0c2a82,Operator error
2866c95834b99a17b24754a37e5cfaac,Operator error
bffc58de8ae3bfdb90cac5306ba42194,Operator error
e067f8a76cebc89080eaae934608ce60,Pilot error
5496cf76d060ecdd1d2350d483ea333a,Pilot error
934795caf2a1d18deb4dee9b95e01e4c,Pilot error
448800375687ea5db26452caa8e59fd2,Pilot error
9515c936acd1dbfd9db50377826bc267,Pilot error
60cf19230b275b653742e0ea24f24500,Pilot error
d9b9eefec34a13c96dce1b9f753c2b80,Pilot error
7c09dafcffc93b6cab7601924c6bd9c0,Pilot error
dc103f7ca7f0ef2d337fb4cfe0dcc46a,Pilot error
409569798f24e30c4ff29cfb860822ea,Pilot error
f786bbbc4a405b4a17d80b6094e6c6c8,Pilot error
31bb2a7598658aab7cfafb182de6e7af,Pilot error
653adc70675b2b1aefc11b5e6d710821,Pilot error
e9ebe2521cb3f28e37bf94de3b8cdb50,Pilot error
4801999a30bbc042e51159681e5e31db,Pilot error
831b2f73ffad91bf67a7f6605c1da080,Pilot error
10e67ba50fb55926ff414c062f75eaf5,Pilot error
496eca90c5843ad5b959a7eb2512f429,Pilot error
d484be0f257c0ccd4b106e3b6e30d46a,Pilot error
a9a2d5bbdfbfc0c6f97e68b176ce474c,Pilot error
9c78af079d8dfa774e8ad4a0ef0235cf,Pilot error
303b7e09716f78d6db3a447d02150307,Pilot error
c4d6d2c6a129e511fe37857055135c65,Pilot error
115a234d9b1ae949f36baa68dbe264b6,Pilot error
35cb3c0cb9b1e2b0de9bab19c11c7773,Pilot error
87f7b799ed797116457fe63e128d1117,Pilot error
4016512dece8c757c34570041eda7d73,Pilot error
2e96ea17a45a0bdb40fa988c3f4e256d,Pilot error
9ed4a4768480d4f8563cdf9c16689ecf,Pilot error
a71e068a05417911992117024ca29d89,Pilot error
361676e4a9d6c48b09fa088b6448b10f,Pilot error
f90b4e536b7f5e7bbe402f135f57d395,Pilot error
edd83d48426531845da8456e6c2eda16,Pilot error
947dcc17f6265a2b7aa5e3f8e11111d2,Pilot error
2fdea4a3d75e241b53ae429ad9772698,Pilot error
993b8ec2f77ceb8c51726a6f676a59cf,Pilot error
d49911e123eebb8f39d56ddf5e5a260b,Pilot error
6af4ea056fcf61867e9f738691ae009d,Pilot error
3aa91189786734f510b02ac9fe50d708,Pilot error
25a7e0f92522d10e24e1469fafcce98d,Pilot error
dac972d9b951b2d4538dfca1192265c4,Pilot error
18a09f66783c58f2bdf4f8f63f3221c8,Pilot error
27812d6445cedf616e47cc59471a2c3d,Pilot error
0a199aed59f36a1ff8c2f278aa7d2c8b,Pilot error
ba67cf56e02f9905f18d56471efe65cb,Pilot error
2645192f363697f285da14fa8b9945db,Pilot error
ef08e93aa1961548f254293fc1cc9b20,Pilot error
2c3a88b4967e2fcfab1bcb415349abb2,Pilot error
c72c818d1e131e6658cf5615e019cafe,Pilot error
cf9acd1e656e18857937989e67e7cb3d,Pilot error
09d2a5a044b7e29c7c08e479816b1be6,Pilot error
e06e8e9a47298050f927c27f7599087f,Pilot error
c33048092fa3a0f0625d28dec5a82bef,Pilot error
89a6e21897968516de66746e327626b6,Pilot error
05d95b77ff019969c4f10b3662982f60,Pilot error
a7607d89a09d8a8b8601c2223faddb67,Pilot error
da2ee0574537e372c978291b009cbfb6,Pilot error
28ca21be85e1ff5a671bf9c4fc1790af,Pilot error
d95c40205740825489abea1a26f533b2,Pilot error
cf80447c318939cf92b33fc303c27052,Pilot error
db04769668b986c19addc8a3f84c6018,Pilot error
2b608e18033e87ee4c2f1b66876d9ccf,Pilot error
e7a1fa4138265e7ea21c7229c0801d9f,Pilot error
d605992adcc3072e7ea4d2391a9ebe82,Pilot error
7391ab9354308c85e0ec064a2fe96929,Pilot error
8857595a8ef6bbafce4dd550beb53ac8,Terrorism
2e1490579746fd89157298163c24e84a,Indeterminate
ac9141e792d97792dbdf23966424148c,Indeterminate
c075412148dc141a1b994faa33b1a6da,Indeterminate
5d4a49851946f3dd826f125e56e64003,Indeterminate
35497028a3e660675c018a9ac67aae7e,Indeterminate
c1685e04b46a9255d7cd259aa4c34a85,Indeterminate
c94029fb7efc8214e8c294f76cbd25f1,Indeterminate
2b027125866fb3df945a257c4e5bf642,Indeterminate
19d1b439ab5b66ff83800ddb800d15be,Indeterminate
aff707c701bc9cbc8e39757a687704e5,Indeterminate
db147f2709461b41721e37cb7caf2201,Indeterminate
75561aadcb882d08af7d7c88358d8745,Indeterminate
f9e6e546223095046415f2d61b1de354,Indeterminate
25c13f3c94ff337da74e6de4cb745659,Indeterminate
00e4af592a93ac3ffd307a5dcdd59b0b,Indeterminate
1ced4c78305f95838dd32f430952b3db,Indeterminate
368321eea98c667132dbff889bbcd25a,Indeterminate
f16f15636465c190356c6561ce1e36b6,Indeterminate
e72ecb69a6bcb921792a56d7deec0ad6,Indeterminate
551385320673df288ea6e0b2a80fe2ed,Indeterminate
626697ae3257ac8157b63faf62a856e4,Indeterminate
3283be3f391f564bdd31635bdbc51e1d,Manufacturer defect/negligence
8c7f20d606973086d00ac57b2f75d96e,Manufacturer defect/negligence
3923a84d8f91b080fa2860f5026a65d8,Manufacturer defect/negligence
fc39365c4689b3f7d3e48a80c30aa0c7,Manufacturer defect/negligence
7da0bf2b3f48c6b347b962bbeb2a0705,Manufacturer defect/negligence
b76fb03f0238f68dd70be2c3e1c8ecd0,Manufacturer defect/negligence
d354fa0da4072cde27de73cb70725fa3,Manufacturer defect/negligence
4644857d8f46aa16e99664330c774f1d,Manufacturer defect/negligence
d53927316ee14158b1dcad76b5a94008,Manufacturer defect/negligence
0a52e6eaeb4d1c3daa407b9f1208dd77,Operator error
5776c2b98047b75cab7d5f8dd445241d,Operator error
03dc852ae0077840b32e4160bac03e2f,Operator error
e96af966ac7da771b9dc4cfd4622c0ff,Operator error
f59c3ac257bd83551091bbe41a7b1276,Operator error
735dd6f75764769265ab299925f07347,Operator error
4d79964f94ad0a9283c811a53fa9e291,Pilot error
caa9949c782495516af4eff81acbb435,Pilot error
6177eea1a01760428b492bedeb595dfa,Pilot error
57878f9ba953e3275d0317f1175d2014,Pilot error
e28d5a1c2953d3a3b9be29d5c8205a74,Pilot error
25f6a0c9b32acb92b28ef07d25e46f9f,Pilot error
56956051b39eb14e4bbe60569444207a,Pilot error
5a465b40a835d7edf71cd3206dd587cb,Pilot error
a4279dde1438848d5f7495ecb45029f0,Pilot error
5bb3c6192a57b40b0fbbd874851fd87e,Pilot error
7182dcfba404ead6ce3e5b9715feee8d,Pilot error
7e09d80124b962d1bf2216e02d2a94d2,Pilot error
0e684b290cdfc413fda64e2a82f636f5,Pilot error
159b7b3b2bcc1699168ff1f590c1d454,Pilot error
fb70ae4d82ea028ae7da300d463bc646,Pilot error
f9d94cb6549f6374e400d5a8cb9af5fc,Pilot error
c231e3988c6811b046ea30448c501252,Pilot error
fc461b9a6e7ad68085f9a10ada6ffc75,Pilot error
d55f39c3b493d121d952c7151d9cd6a9,Pilot error
4c045db2c8cd123ea640e95ca62fe03c,Pilot error
ee132f5f804ad2286a9de45b16209cb5,Pilot error
a9bc89ca4f0abc539e2a71ce15b236e1,Pilot error
18c6be1025e489bb5165e3b9a3ca9ea0,Pilot error
da2728b0e2da35b85f7fec4636556c64,Pilot error
a0d13cdb15ad10da68b50de476768987,Pilot error
8f134e936ccec2e8ecde8abfea0c6bdc,Pilot error
8f11ef2ed8900df0f9b91d1ceb133c05,Pilot error
c70e398a557d443711f7c68959018797,Pilot error
b838a829718167a1f27e6efb777ec548,Pilot error
5ae1420d2ee8205070b83f41c9b589a3,Pilot error
4157d40fee648cb22948c5f2aee256d7,Pilot error
2b8a7e8fb00578d200adcc3332805d83,Pilot error
4fc95dfcb1d9075369714b11d604635b,Pilot error
4eee282125264eee7084244463db3718,Pilot error
274485e9a239ec2783cf133cfee3d034,Pilot error
11a7e78ea9605d5bfa6d1a538028d7a4,Pilot error
a9dfd9abe2916f356cae0075ea1921c0,Pilot error
cdd289e2c8a2008aad40f10ce705754e,Pilot error
9e75056e9940630706076806996edac7,Pilot error
9fbf9b937c0c1889e524b3d1d8d39abf,Pilot error
01253cd7b11906c50f1d5ead123712ab,Pilot error
529133e4feddce27faa147ddea6caaeb,Pilot error
aeb0544e6b5c0673aaecca30b357812e,Pilot error
70866340b536590630fc5e7a6dcf52f9,Pilot error
f3422a126c9d7b1f8f0c2fdd44276f25,Pilot error
b51d7e291941ae661bc08efa202553d2,Pilot error
f59b2732b6e1f9cbeec375534428fa22,Pilot error
5b57b6869af29d5c1787a1fc38023ec4,Pilot error
45a3ef52b10259729d105ab5ce6d6d73,Pilot error
fd624f377dc0a8ba0fdfeac7ebb72649,Pilot error
f7dc5db04a548994c27985d1e8c09baa,Terrorism
41bf9222dc2a0bda45d675ec598359cf,Terrorism
94fa6c51eb39c4dc7d2b7394b60bee09,Terrorism
7a50ebe3c40e79e20d8e1ea85089855d,Terrorism
ca1e6e0cc4c413eb0c51155d1c187d7a,Terrorism
088dbb8f9b598779da58b9c5a25de0b9,Indeterminate
4ee63c7d9bcb52ede76a20b25090f135,Indeterminate
1c0e36adfbeeb1ad3432a63e7646f587,Indeterminate
2f851cffa76bd8f21c508e56f95fc541,Indeterminate
1a3cf053f1463295cb0db1b187cfa2ae,Indeterminate
40156b59e708fed8595060b4d3de8644,Indeterminate
c5368a889952d0974034f36136914bf6,Indeterminate
dfaf7bb6550e2794bafa9cd40dd5f6e6,Indeterminate
f2f9c8d68ad54fe3ca20e712e18afb25,Indeterminate
c2ff837acf7777f5df6209e8d0044cff,Indeterminate
a685fed02781d67581bdbf47624bd7c0,Indeterminate
c9ef5d5845caefa31897a70320e2f8e0,Indeterminate
f4c82c74158b7a1ba727bb52734428e4,Indeterminate
0cb77593353aa0e6607e74877cd257a4,Indeterminate
686253b6e9a6798ec68068789055223a,Indeterminate
ec218c44635d0f15e3b9b07a402d282e,Indeterminate
e548b8ac007ef99cc509a0ace4429f82,Indeterminate
8d4d77a6a819c05e09abc76d2b9074ed,Indeterminate
e54bb9d27d22fd5696080a1bdbb9e631,Manufacturer defect/negligence
293a3cb0f8cb908ba981ce3beaf09f57,Manufacturer defect/negligence
8a1d90d8bb801938605d690b5b1d1c94,Manufacturer defect/negligence
b09aeefdfe796061a4f6725df14a71fb,Manufacturer defect/negligence
1e926e7aa7e26bd69079f6a96a7a2e03,Manufacturer defect/negligence
d7ff6904a88f3a0e80e8095503c698ac,Manufacturer defect/negligence
6dbbaea79e34c02d8f2ec2dfee259da9,Operator error
c881e0d588611324983943629ccb6e99,Operator error
39ca171ee8cb15c32b81bffd08426c96,Operator error
0a01c9186673ffbab886e80e75783bda,Operator error
579e78ac8b53ce5faaebf05d39200212,Pilot error
443e73144d300aad7261cf9f93490402,Pilot error
6c47724b0e25429a9bf80351c683bfef,Pilot error
43d9a0d7d20b435699524351ebe162f0,Pilot error
2432045974c0d8d97a5225268adf8c72,Pilot error
ea711e99c714b86e43e1b1f17df93b32,Pilot error
a0aaa24b33f082499e94cfb8a9ecfa5d,Pilot error
e077ed4900aa007d33270450db07f9ac,Pilot error
f53dcfd53e68c1b4ada391f421271008,Pilot error
13d8437a5c49c3ef6d0e6ea2cc4ff78b,Pilot error
95cf7e48b872a258325547862442ecc6,Pilot error
2283a8acdb6368542e5b2f4f572045fd,Pilot error
2f6144034c512f017460e2b91da684b8,Pilot error
3b1d0d936a656f724bebeacc1ac4c9bb,Pilot error
95612c4c986db5c824d6bace45338b2e,Pilot error
53c87fa07ee0c5d361d7876266806d18,Pilot error
74be123327bebac2c57a58d8e5b478bf,Pilot error
299a8eeaf9184697d8a599d7bedb98f5,Pilot error
5382aaa86ddda32549dadaa07a2736c8,Pilot error
740665aab9ed5b2ff595f3d386081632,Pilot error
9c07d6f346d583785b206d6849503096,Pilot error
267dc42a501b6bf87028946cbc0cf806,Pilot error
10131f510edd8b5121058686703b653b,Pilot error
f7f752392b0ff7971d198a879de3974f,Pilot error
c48841e829aa51b729329c1dd643cb69,Pilot error
53bf5a87c9b414bff5ba5b352bd7a95c,Pilot error
b9982803411e44017a757f4f27de1a5d,Pilot error
e228a4b19a4a383e7dc9485e9a36fe67,Pilot error
e45ed5de8c00a76b103c4b1fdb456b77,Pilot error
323468d0b54ebd6c8c30b638b238e53f,Pilot error
981a273a10550395ed22cce246ab52a4,Pilot error
ff73e80c2215e51d6f84293e975ca718,Pilot error
6fe5fc8e09dff6a9e890dcf306297c69,Pilot error
60a399514551b0893a6b24be38db0d61,Pilot error
e570581a5cb97935656d2a62b14f2367,Pilot error
e560ae430e44dcfbc3b11456249e90e5,Pilot error
62a7fcdecb599d49a0ea420f1329b2d6,Pilot error
9623a04761d2f9d9563179d4ade41c6e,Pilot error
d6c02f96618ff775087ee457b85e505c,Pilot error
9d844f160ebbcb89b5d086f735708373,Pilot error
046e8455a3ea53986805bf3072af1720,Pilot error
ba34f1583701a1eb6c06123b18738f75,Pilot error
f68391db31035cfa78c64af331f9ca5f,Pilot error
356c7aed5c469c467a6d45bedacce218,Pilot error
a503a4de1ea7d9a3118d62f5b44a2f6e,Pilot error
fa186829807daad2f3cc0b12b4932713,Pilot error
245513e87e2edf5c9851a85c54a09c6e,Pilot error
e4f2c61681b281a720de40e9f461f5bf,Pilot error
a534f754e7bf08d3018c6af4583af24c,Pilot error
7c5e144b48cebf2ae94b1554c31bdb8b,Pilot error
ff123a58d868bb0b98130eec424a3d77,Pilot error
49456b8b8d66dc7839d0b31047019645,Pilot error
aa0281a26f36c91806bbf9e4b7e1737f,Pilot error
ce071be090f67a6c1a5b339fd9dbec58,Pilot error
3724d7b2ce810d84ef39ebf17aba6ec5,Terrorism
1bba7467950389940ea566f1250ab4c2,Terrorism
d34d8ee7c4b4605ba12454f390ca9358,Indeterminate
335f6c0be82fb35d08878b4bfc1ec1cf,Indeterminate
28b0a1bb05b1f665391381ef9489d971,Indeterminate
93a346928b26839f2abb7dbaa09783b8,Indeterminate
689f87e3f331aca1208bf31135f33e4f,Indeterminate
5253ce72dfa2af8e48cbde9e78f915d3,Indeterminate
e1d4f29a3a3c0d2ce7224e7550228484,Indeterminate
ba3a84971842e7e5b0441526125f0520,Indeterminate
29f6a9023578549436d689141e01a4c4,Indeterminate
10209691cba9c30c6701eb5449f0e233,Indeterminate
0f6e427d504d7c92b8d44cabc328c483,Indeterminate
5866bccfdec817e3d3c31999e68de2fc,Indeterminate
97955e763fa57d9c50c8de4cb6d0622c,Indeterminate
189346aa977c5a7751c4a2f1b628b26f,Indeterminate
4e3a814636c1e01f07d63ec0db68cadb,Indeterminate
5daff6dc26929e9940ee1e664943cb68,Indeterminate
bb2bcdd32eb61f15675f64c21f705680,Indeterminate
28e89173d2256b0481d6d57da058dd2d,Indeterminate
a736de3d96b1498662825bed4f9ace74,Indeterminate
0949b655a9e4ef9532128ffc784d7b51,Indeterminate
5d9db4b24e115816d3d08498b07c7ae1,Indeterminate
1c249b149e12f363d103129ed3c29229,Indeterminate
010f9971165cdf7f5a059cfc274a3f44,Indeterminate
9f2c0c3b6a8a950170f3dbd9b7c958cb,Indeterminate
535db56b04aa9e5288f02021f9b69964,Indeterminate
2da1940e2761fb1cb4796a85bd0ef140,Indeterminate
c7ddde405fd005b36e82007bf492a720,Indeterminate
d1f73f9316a72175acd3c0354f7c46e0,Indeterminate
aef9c0ce7cc64035c91cf45b05027e8e,Indeterminate
27013f489477dc16f3d8789175ef8393,Indeterminate
8a64d1cb93acce4c25309c4e7f985093,Manufacturer defect/negligence
a6b27a1155a46fc2220f63aa99cc02d0,Manufacturer defect/negligence
af543a1b661cb77bb9c0faf89c1a7394,Manufacturer defect/negligence
8eb68b3ddbd8e69d16ba7b793b20b918,Manufacturer defect/negligence
ce8d4f923d9c9820709704d6c424e960,Manufacturer defect/negligence
1738ad8f053ee476e0cf5b03c01268e8,Manufacturer defect/negligence
bde18f6a2c1053a8fe134af5f308ed66,Manufacturer defect/negligence
a90d100dffefbba7650cdf0879b0233a,Operator error
6747383a8fcb14617e5b23451eaaa249,Operator error
9dfc0aea14f611d4767cdc58970a0de0,Operator error
f303325f45920f68b0a988f75efc3d2e,Operator error
687b29fa22113edf21abfbfe4d58fe2b,Operator error
c8038b0e59936534101ea625acdf3f09,Operator error
5d285d29bca63553198608753119ede8,Pilot error
c9f57c7e94752fb3e2ea6500de6275e2,Pilot error
8e1e211c18b26f7bf9dde9e882c58c6d,Pilot error
a7b13a78c717899bf20694609af35988,Pilot error
243e5dca64cb5bd86fcc714c8a61fe48,Pilot error
6ec2514d4903f0b6759587b124ada930,Pilot error
1816252221f792a948dcec4171f77213,Pilot error
e9ccea1884ea17cfa6372f4471935e91,Pilot error
f21b7b40f536c4dd43674245191dee21,Pilot error
d15bd2a9909434f4c29ec28dc8e73122,Pilot error
e5f945f69befe234448240c01cc8ce7f,Pilot error
2d15175770f7a44451df5944354db9eb,Pilot error
9474165d88d6ac69dc2de4c2cc3391ca,Pilot error
756b1de47db420948df2e2e7866914db,Pilot error
c8d54811c055529b0c577073dd8ca410,Pilot error
ad18b9e2805c4a00da26ed0adbea3a29,Pilot error
fb635e3f9dd2cf130d9495066471b4ff,Pilot error
d4ec6362ec9b26f1c652b8e4114dd5e9,Pilot error
e3d01543c2f6aa72de4332acd1cca563,Pilot error
5e7d88d743f553c45c48a0c998503e1f,Pilot error
a1597f3208f9fc71915750dd468cd919,Pilot error
8f50a24d582881237a701f2afb474de0,Pilot error
798cc6d42e973fc818f030cef4ea7eaf,Pilot error
f4e034168454a7248d39d67e7a17c15a,Pilot error
5991310b194af110e55a8fa589239503,Pilot error
91976270e9bb4f40b4a577fc93e08420,Pilot error
a9b4c102bc076fae9f9fdf2c43099587,Pilot error
a6ae9a641f26f170442221e04846ca5f,Pilot error
1fde25dc347a4b333c4994ff45c09b96,Pilot error
3f1c1cb31fa1a2e41989ecec65db3dbc,Pilot error
20e1da689ca3bf3ffb09ee9754948dff,Pilot error
ca2b51157bc9f78f9410a4a9f5d12801,Pilot error
47935f8627691ad99962f7a9f1e1a7c9,Pilot error
8944af38ad374ec5c0d696b06f118a43,Pilot error
3f85afd78388edf22dffa71c323fe922,Pilot error
4c7ec51af40d9b1d99becd39a80ec234,Pilot error
ad309d5c2192057c0fe00a25bf2629d7,Pilot error
646cc651351bf1d91c99b61a40e5b8a9,Pilot error
428409bff61856b491aafaedf3615e4e,Pilot error
685e4336085e9ccac80f7bf68d6efb04,Pilot error
4e2623fa736b7ddeefa7a416b9305b95,Pilot error
4031f9ab288c54b605f050d20fe2f09b,Pilot error
cd6cddc5d3dae5b729de49744148a0af,Pilot error
09c5bd519b35600335bfcb19883f7cfe,Pilot error
5925222504038a11a406902d0b658abe,Pilot error
ea77e409a1f7be73937b900735dee9c7,Pilot error
b591c8852ad5c71a485f994c7431b3bf,Pilot error
d96f950d95bd0660fbb8c0c5760e976b,Pilot error
15e6a105c5b3d604e5cd02082c0af109,Pilot error
92b277c4419221e6ffc8d1e2dfbac3a4,Pilot error
e075e83294871d86d542dc7163c9f9e2,Pilot error
03fa4652c5521c6a453b3949b12aad3e,Terrorism
e4c00912e774d20bf419907c6ad8fa44,Terrorism
a94e0601eb52f4b7c5cb9a795730cf5a,Indeterminate
f5158c2b7a695fecb72b555feccaf67f,Indeterminate
36639462e23eb37ac3bbd28c44c179a8,Indeterminate
1bb20cc01797fe7d5077602b72fde7e8,Indeterminate
6340070d967fcdea49d88422ac08fb0e,Indeterminate
77517397ae66a050f11f41c41c0633da,Indeterminate
b33b4f53a135555abb3afa32cdaf6306,Indeterminate
2c5b5cc210429a160b37790ff35337d7,Indeterminate
28d3452e94dbed2d809d463d0e353fd7,Indeterminate
3daa64c9e22800fc197939464d840556,Indeterminate
f0e1e907a64c7e9056158056255273b1,Indeterminate
0d2ae3f2c781ac270b1d9560490b9631,Indeterminate
76f9a17c5feea97280b0b608f89e7823,Indeterminate
a085d0c21a5316a86010e071cd93062a,Indeterminate
4e05b2d1d7c7e1bbc9afe843945fc81a,Indeterminate
673ef76ccab2eba111f0be242edc55b5,Indeterminate
7bde3dcbb9961c255800668d1328166c,Indeterminate
db59ab30762a0bd019f8960dadab7f84,Indeterminate
888f129e5435e0412cb370cb62e4764c,Indeterminate
a7fbe138c30696af0b65c7c440442443,Indeterminate
